Name_val,Name_@footnote,WhenRequiredInMonths_val,Cost_AllPriorYears_val,Cost_PriorYear_val,Cost_CurrentYear_val,Cost_BudgetYearOne_val,Cost_BudgetYearTwo_val,Cost_BudgetYearThree_val,Cost_BudgetYearFour_val,Cost_BudgetYearFive_val,Cost_ToComplete_val,Cost_Total_val,Cost_Continuing_val,@SOURCE_FILENAME,@RECORDID,@ROWID,QuantityPerAssembly_val,ForFY_val,SCNProductionLeadtime_val,@PARENTROWID,@PARENT
"F-35 Airframe Equipment","","0","971.486","228.852","264.836","227.666","342.27","412.277","407.3","388.222","14149.559","17392.468","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","72e89ccc766fe3f87d2e7ce15feb0d55fcd0fa99a93b32c43e51b37db5c84475","0-e8b7d7a5e008dd49852d7141b52d87e3914b324b2b4fbfbcd16f3791976e5999","","","","0-07a0fd9d12e138a7451abd07fbff691d7fc0fef3e858b88271f49112ec134ac7","root.record.ItemExhibitList.P5Item"
"Advance Procurement","","12","600.679","48","56","112","16","","","","","832.679","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","6ba238e5761c0b5cdb4005cd9d3b0ebd730c7a47c72ec72a3cb63b26a07450e3","0-c6577e357bbbd10e5bdc03afee002b3a75f4d35cfc793cea835dfec281cecbed","","","","0-362e0c59a0ff0a9bc49072ba15e1230633dee6b5bedd7e9a5e909f88d8daaa1a","root.record.ItemExhibitList.P5Item"
"Advance Procurement","","12","39.945","10","32","40","24","","8","","","153.945","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","565aa015362bd445cc082985b6e24c13e2957f8c30a9dfbe4c0bd8a663cbe70f","0-b54aa8dd137fb1ad02086f89ae9bc7b98949909deb6806e82fbb1aca95eaf56e","","","","0-4e189f7497dcaa89ac7fe2090e123971c45b4e9c3006109ed08b6870f1f7bfd3","root.record.ItemExhibitList.P5Item"
"Advance Procurement","","12","119.669","40","16","64","72","40","","","","351.669","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","17ab19c784929a028c69ad970f12cd0eee00de512acf9833a5336d1e8a33db11","0-6f334c07b28232a21886442c09eca5bac6587c9a92e759f2992af3bcfc37f992","","","","0-8fab09e7f1dd613f6ef75bc08e0e8622f13f57e0fecd801d69bb717f8ca07e42","root.record.ItemExhibitList.P5Item"
"AVIONICS","","12","137.656","15","0.000","0.000","0.000","0.000","0.000","0.000","0.000","152.656","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","ba7a55b890941cc9f4565d78cfacfc7950f69af2644c25b93e58b8043154ba13","0-c356584152e28f21eec90f05b2d95bd42180699d2e0318dc71070ee31fdb3444","","","","0-c280ea3be9f0fff5171570089c28b0f92b95fd6ea884d9cf357b3a7c2bbef7fd","root.record.ItemExhibitList.P5Item"
"Advance Procurement","","12","29.877","50","","","","","","","","79.877","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","d17d6ee2f2b2d7f3a6fe2a2b61898c3ff891fdea63f7b83d1db336a7c6f0ec04","0-6fa5619113bda5c8affed879fcbc4fbb6bad9c93430192b30dd09747df691a76","","","","0-8282c5db079c2e014d113257957fba0d8debf8bf354e6e5cd81dc82282ec5b1a","root.record.ItemExhibitList.P5Item"
"F-35 Airframe Equipment","","0","971.486","228.852","264.836","227.666","342.27","412.277","407.3","388.222","14149.559","17392.468","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","a90a3faa8661f0958a0901808890d67093da1edc0728f26e9236e37ed3b54059","0-d9928ae34bbedbc9ef0f21ffd0388cf27995836b9115fcf82352661866a11fac","","","","0-a80ea6ff2953a2335893454edae620587d8fcc59cfb475a5f1d04256cf4788a7","root.record.ItemExhibitList.P5Item"
"Advance Procurement","","12","600.679","48","56","112","16","","","","","832.679","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","8e9b86220f90ce455a14b686aeeb045957500e61279471fc35c4187b1270e5ed","0-7eac57ae5a5cdca058ef04a8d198235b662af036f8ba17dd5ec90a7a5e624514","","","","0-ffe58553144bc8d1807a78a2b2e1213f7c0f2a8c6834b49ea257c59183853e3c","root.record.ItemExhibitList.P5Item"
"Advance Procurement","","12","39.945","10","32","40","24","","8","","","153.945","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","9d38bc75efdc1bb24fa15dd6fdcc79dd0ddabb23d16bb5fb0fb72b4ecbbd10cc","0-b860e4d8bf6fe9e6b9ecf297018408399d1ef75276e7dafe68646ad65e167b4c","","","","0-54fabe0032e2cb0c09e1ebeede759217f422027785ef7bcf5144050edd7b770d","root.record.ItemExhibitList.P5Item"
"Advance Procurement","","12","119.669","40","16","64","72","40","","","","351.669","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","a97dfc5ffa5535857cd61c3c158de84a1441decc875ced08ad568ff95d020f85","0-438eedd8631ffd304faf2780d97de4f72a8428eb40360fe7b4c5243a70bbb919","","","","0-64afa44e88a2e1249ede6e23496adcd7e452c69304f5222e66d61d01de41d1ed","root.record.ItemExhibitList.P5Item"
"AVIONICS","","12","137.656","15","0.000","0.000","0.000","0.000","0.000","0.000","0.000","152.656","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","b1952ce40545e9f4efa9c33592b95ccb07e147da54dfcd401b9d7ac8ae77b263","0-03068b217ac07ab502e116f1e7e76c4e17177a35c9fa8e5f3880f6ff33e08195","","","","0-6e5ca76b7c21b91ef0f38979d51309e68d0568a0b2b587afdc159d110e202b30","root.record.ItemExhibitList.P5Item"
"Advance Procurement","","12","29.877","50","","","","","","","","79.877","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","fa565585ea6b9180349b6eeae04250ac133fa69073cf4dd01888b01b70af6ea2","0-12af7dbd574741c3f8bee54585fe77b5bef83db3dd6250621f5588da0a4019dd","","","","0-d7c2911508380201b4ba94cc79aacb3ce3fcd4bfac6d5f80c6033103a1458067","root.record.ItemExhibitList.P5Item"
"Advance Procurement","","12","600.679","48","56","112","16","","","","","832.679","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-AIRFORCE_AMMO-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","d27cefc2bb72e82de7748f7a1d1ff2a8ff7ad30cf7027a91e47ee29dad986610","0-73ebf07a9c38f344ce844accd5c2425f70a59692bea775467ce586a9e7b5e808","","","","0-d3a5095b971c16e13f807984426765a1b25d948eac8bc8e19b458bb1a071df0d","root.record.ItemExhibitList.P5Item"
"Advance Procurement","","12","600.679","48","56","112","16","","","","","832.679","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-AIRFORCE_AMMO-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2015.xml","04277271467c34157fc353a716c1236673a9ef09c1f838c7ec2af5d1128b21cc","0-380802747c203401b70881dce221a356ead04e40f02959250cb5eb89e493779d","","","","0-7481f22ce384c7b993fa49c9fbb34f33e1820acf8ccfd541d80e70e7aeb45e61","root.record.ItemExhibitList.P5Item"
"Airframe T.L.","","0","187.115","31.391","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2015.xml","802b035cc2089d874252af21e74bfdcfd3b6bf8e69eb982c19295ee961e059b9","0-f23720cd813e0d12c873e331d5dfd9043e32c5aa6c9dd900683002cd7d73d3b3","1","","","0-5139160af9b6866e2145c289562160d7d17d43021907a34cc0ff838f69f5ce32","root.record.ItemExhibitList.P5Item"
"Airframe T.L.","The baseline budget in FY13 Advance Procurement is $23.677M. FY14 Budget Enactement includes FY13 Advance Procurement  Congressional Rescission of $27M (Section 8040).","0","744.722","23.343","58.056","","","","","","","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2015.xml","48f6b8699221f3e621f55ebba855cb1794dbaafbd743491e9c65abb9eeb0f231","0-0a2c7974bc802fb31bd9d7f3d823370d6c37b10751d502e05f2be83d388c9c80","1","","","0-040abbfea58867f25ad4945524d9568fe53d2d8cc2922891fb9e1fdf36dc3b1c","root.record.ItemExhibitList.P5Item"
"CFE - Airframe T.L.","","0","197.835","18.964","10.4","0","","","","","","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2015.xml","8a29ac5395f79b6dc1830d8a82d0129790da72d726192a8783850762f495d4dd","0-21c581b646c45f9154beb40738d6d15fcfcd16327a878b62e40c26e03b3b6771","0","","","0-4601788816574f27378d1979a27a01cfd47f2bc7a6e78467d4e78cb6f3fe8ef4","root.record.ItemExhibitList.P5Item"
"CFE - Airframe T.L.","","0","","47.2","","37.445","","","","","","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2015.xml","07e615e0f5fd551baf74bfed21af333c55744e0a56e4f43b44638b40c391f627","0-e260da53c7605c518f860e7f2b5d088da9b7b4157f2936bafa008f7a119a92d5","0","","","0-00678abae8f5f65f81553d71a5253503785672cc56233aefafa8446a27ed29ec","root.record.ItemExhibitList.P5Item"
"CFE- Airframe Termination Liability","","0","1137.987","27.47","69.539","27.04","","","","","","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2015.xml","1cecceb8cbbeefa1b6990af0983189c6bd5208685f4b90430db2368ce80169e5","0-4cdc3e75ac2e77d7f912043545354d9c411613fd34ba96ce67299f02185c95a1","1","","","0-452b0374125dc7484bf83157ba0f1c7d0ab7eacef1cdfe28d3f0ec64660c8719","root.record.ItemExhibitList.P5Item"
"CFE-Airframe Termination Liability","","0","534.846","85.38","82.556","106.455","","","","","","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2015.xml","30003bf20e3db859ca7b7edf7f501f1fd6ab471bd3dc5b5c4edf01c946460b46","0-5f09b66895789ef593107657c534462fa307c23af6b6cd77e75e0e30d379559d","1","","","0-8fe9412a5d4122869151cb0b82e84e8e69cdf3e1470e7ccdddec09474210bb48","root.record.ItemExhibitList.P5Item"
"Prior Years EOQ/Long Lead","","0","1128.53","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2015.xml","bfb6f44c4898faed0c066970723e4eb53867684833d29eb526e9eedae20b07ca","0-c64ec12448255210912c2652ae7eb09da1a367453b07acf05a1eaa2adc26365b","0","","","0-c94740700fc37a85300023a82c3e7db95e0fff7567c5da8bf0a7d7cc684a179b","root.record.ItemExhibitList.P5Item"
"FY13 Long Lead","","0","59.073","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2015.xml","bfb6f44c4898faed0c066970723e4eb53867684833d29eb526e9eedae20b07ca","1-06954bbb1a18245e4bae37f2c7cc13344ec5b06d4f4f7cda13e7e64521dea2d3","0","","","0-c94740700fc37a85300023a82c3e7db95e0fff7567c5da8bf0a7d7cc684a179b","root.record.ItemExhibitList.P5Item"
"FY14 Long Lead","","0","","73.984","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2015.xml","bfb6f44c4898faed0c066970723e4eb53867684833d29eb526e9eedae20b07ca","2-eea2fe82391eff8abae28741973768942fa3fe91f17e2397901649bec15f1a41","0","","","0-c94740700fc37a85300023a82c3e7db95e0fff7567c5da8bf0a7d7cc684a179b","root.record.ItemExhibitList.P5Item"
"FY14 EOQ","","0","","18.05","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2015.xml","bfb6f44c4898faed0c066970723e4eb53867684833d29eb526e9eedae20b07ca","3-36e9d02c2936cdce60899e56e2dd23d5e3a908588900da0796e4168af196df99","0","","","0-c94740700fc37a85300023a82c3e7db95e0fff7567c5da8bf0a7d7cc684a179b","root.record.ItemExhibitList.P5Item"
"FY15 Long Lead","","0","","","40.017","","","","","","","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2015.xml","bfb6f44c4898faed0c066970723e4eb53867684833d29eb526e9eedae20b07ca","4-c3771eef2f9f6c3a0062554a972e4d03e960c780723877de29f05c2946acdecf","0","","","0-c94740700fc37a85300023a82c3e7db95e0fff7567c5da8bf0a7d7cc684a179b","root.record.ItemExhibitList.P5Item"
"FY15 EOQ","","0","","15.69","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2015.xml","bfb6f44c4898faed0c066970723e4eb53867684833d29eb526e9eedae20b07ca","5-c4f0cb3701c5d9c482b4d9eabbf934e2234f8505c373fd13b7fdbc5b84ff052d","0","","","0-c94740700fc37a85300023a82c3e7db95e0fff7567c5da8bf0a7d7cc684a179b","root.record.ItemExhibitList.P5Item"
"FY16 Long Lead","","0","","","","40.41","","","","","","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2015.xml","bfb6f44c4898faed0c066970723e4eb53867684833d29eb526e9eedae20b07ca","6-73c188604a11c82c126843d6e5e6bc54705a4f6fd3a871f4d3f1c994c098991e","0","","","0-c94740700fc37a85300023a82c3e7db95e0fff7567c5da8bf0a7d7cc684a179b","root.record.ItemExhibitList.P5Item"
"FY16 EOQ","","0","","15.69","5.898","","","","","","","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2015.xml","bfb6f44c4898faed0c066970723e4eb53867684833d29eb526e9eedae20b07ca","7-921f515acb3a46d0eaf6830eeb910d03a2353a793a20fec38bd7b6675fcabda8","0","","","0-c94740700fc37a85300023a82c3e7db95e0fff7567c5da8bf0a7d7cc684a179b","root.record.ItemExhibitList.P5Item"
"FY17 EOQ","","0","","14.87","3.546","","","","","","","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2015.xml","bfb6f44c4898faed0c066970723e4eb53867684833d29eb526e9eedae20b07ca","8-716580a316ae2bbee34931222547f9640a3b2e0d40f2f7f57f7292ab2ff0ebd9","0","","","0-c94740700fc37a85300023a82c3e7db95e0fff7567c5da8bf0a7d7cc684a179b","root.record.ItemExhibitList.P5Item"
