Recurring_CategorySubtotal_TotalCost_AllPriorYears_val,Recurring_CategorySubtotal_TotalCost_PriorYear_val,Recurring_CategorySubtotal_TotalCost_CurrentYear_val,Recurring_CategorySubtotal_TotalCost_BudgetYearOneBase_val,Recurring_CategorySubtotal_TotalCost_BudgetYearOne_val,Recurring_CategorySubtotal_TotalCost_BudgetYearTwo_val,Recurring_CategorySubtotal_TotalCost_BudgetYearThree_val,Recurring_CategorySubtotal_TotalCost_BudgetYearFour_val,Recurring_CategorySubtotal_TotalCost_BudgetYearFive_val,Recurring_CategorySubtotal_TotalCost_ToComplete_val,Recurring_CategorySubtotal_TotalCost_Total_val,Recurring_CategorySubtotal_TotalCost_BudgetYearOneOCO_val,Recurring_CategorySubtotal_TotalCost_Continuing_val,NonRecurring_CategorySubtotal_TotalCost_AllPriorYears_val,NonRecurring_CategorySubtotal_TotalCost_PriorYear_val,NonRecurring_CategorySubtotal_TotalCost_CurrentYear_val,NonRecurring_CategorySubtotal_TotalCost_BudgetYearOneBase_val,NonRecurring_CategorySubtotal_TotalCost_BudgetYearOne_val,NonRecurring_CategorySubtotal_TotalCost_BudgetYearTwo_val,NonRecurring_CategorySubtotal_TotalCost_BudgetYearThree_val,NonRecurring_CategorySubtotal_TotalCost_BudgetYearFour_val,NonRecurring_CategorySubtotal_TotalCost_BudgetYearFive_val,NonRecurring_CategorySubtotal_TotalCost_ToComplete_val,NonRecurring_CategorySubtotal_TotalCost_Total_val,NonRecurring_CategorySubtotal_TotalCost_BudgetYearOneOCO_val,NonRecurring_CategorySubtotal_TotalCost_Continuing_val,@SOURCE_FILENAME,@RECORDID,@ROWID,Name_val,CategorySubtotal_TotalCost_AllPriorYears_val,CategorySubtotal_TotalCost_PriorYear_val,CategorySubtotal_TotalCost_CurrentYear_val,CategorySubtotal_TotalCost_BudgetYearOneBase_val,CategorySubtotal_TotalCost_BudgetYearOne_val,CategorySubtotal_TotalCost_BudgetYearTwo_val,CategorySubtotal_TotalCost_BudgetYearThree_val,CategorySubtotal_TotalCost_BudgetYearFour_val,CategorySubtotal_TotalCost_BudgetYearFive_val,CategorySubtotal_TotalCost_ToComplete_val,CategorySubtotal_TotalCost_Total_val,CategorySubtotal_TotalCost_BudgetYearOneOCO_val,CategorySubtotal_TotalCost_Continuing_val,@PARENTROWID,@PARENT
"","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4de017c8a6b1f21ad1881a036f0f0a946d219eb4b7f9e377640bfdf5e6f81956","0-b9a357a9bc1d7936458ca4524b2c2e3b0a95b3bc4fb2db50f16650568f9a45f1","","","","","","","","","","","","","","","0-06c388ecba98a7be25c7765c425841fe99598202280a97dc7fa52f59975b1f14","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","b57571c483b3fcd1a6d6430d5d46dae98dbdba9565ada34187b6b95fc5a6c4a2","0-d529cb0fbba1e3ebf40eb32eeac831113706f8f0e0328c553b38add6aa7b1dac","","","","","","","","","","","","","","","0-5b3c6727fa9a59a12fb1603dcbd938ccd6c891bb39212f923923e01608efc6bd","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","6787e60dffa4ccb6e457ea20751b023bee38aa100c51939df4dd2ccac1b7caaf","0-afa0816855c22e5a98aad57c1db7d32ac5528880d5d7fca58a522bc643064d9c","","","","","","","","","","","","","","","0-044e19e5bbfef22a9d9391f039d8d6e255877ebbf99c0a044eaa5b7aaa4e58ad","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","bfdabf527f48532a8740392e6b05da334e26e2174a17e75f7a4c2087918e6fc3","0-c1dd3282afb78da850dab2fd54fa54a64a1078db6cfcba550c8ecabcdc4d33bb","","","","","","","","","","","","","","","0-df0b5e542ba280f9d082abaefa587034a3ba7d5aba6582cce22c2d374305a647","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","00dee9f9f028e4545b5a6df47348a8edc35f51591d1ce4be329e8688687f60ed","0-e19bcb579454c8810042718f5781285062673babd3a486c96c76277acaf70d7f","","","","","","","","","","","","","","","0-d03cce666df83cab4fc71d46f9ade885fb1d9e34759c62c48c07d2e0ed53bbd5","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","5dbc797a8bb1004bf62febab688b9f7b2ddae5f46406112d4d314e7258725cb4","0-103d58a0c616d274d4d0bf1c520547ea7888d2e790933d7244a7933d6f0b358d","","","","","","","","","","","","","","","0-abf3e33ac329f60979d259fc46908eab31818fa75591a8d4de42999f20d293ea","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","d87ff1349a2afa0530115e71e74e75420508912b147eafb32ac740f56c0fb6d2","0-936312c03256787af742fdccda2637adde1ec4535dd0fc0598cb25c2cc6fd8d3","","","","","","","","","","","","","","","0-da23f6a14f57d11dcd8ba3c82800bdc460ade4eae26266a351d4895505b735e6","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","c0491524c760947c7a3f1c04126b188c85f6969aa9993f72815cbc68476a603e","0-ea91e3ba7f25381a5fd5c9d3ada41ca3fb18db20ebf4f973d1a91c639a672233","","","","","","","","","","","","","","","0-269cb2356d4df73ce84578227715ba752aa9a96387634f501860e08c1102b334","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","29e7513beba7562849c83a7101a799bab8ed9cf655e8400b92e59a25d6477dbb","0-99f12c0bcb704369930aae26d2499dbaf9bc976c967ddd095ab8dc5295f5adb2","","","","","","","","","","","","","","","0-a546984f628326e103d5bc50c77586b43c809b74350744b844c9935d62433d26","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","151cbabc5cab50e7685c243072d83b061ce0acd1f753dc40f1d47d3fbff117f7","0-35ac7c2363b6c7d7e464ecab7e86a96745e7040706efaee01caa60bb6a11b8a7","","","","","","","","","","","","","","","0-adb2310b84d5a1ef0f081c896297bb2f60b1c8367901f00bab0592cdcf15bb7f","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","268080875a59f69f59d08ff7ec420975c591627aa2c33ed4d9603b68593f51e0","0-6f12c4d084b19b5d99fa9e8011281931544b2bc90d007b0712aa4527b3a88b13","","","","","","","","","","","","","","","0-c47a3618617dc88ad51fe4abe95ebb2da6b343267807e840dd788ef7c55f5f33","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","5fa7bcacf347205de432fa2308f58d4d9a9fa804eec5f6c4e090c4cc71b649d7","0-6dbe3191dbd83fcd60fbf9f2966c1699362d864c72abc70e3727f6cd65b3c2af","","","","","","","","","","","","","","","0-64db0d9fd33519e6f5fb16cfbc5c164a924789580e7a38fb51aea4e234adb2cc","root.record.ItemExhibitList.P5Item"
