ServiceAgencyName_val,ProcQuantity_val,AcceptedBeforeOct1_val,@SOURCE_FILENAME,@RECORDID,@ROWID,Name_val,@PARENTROWID,@PARENT
"Army","28","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","79b2a1996081d93febdd2f0e236038fdc0146d84c123fa55b204b07add719615","0-1b70c25e61d3ed0c0727014719b83d58299cdfcbaada851b026afaa3b3e9e276","","0-86ad587ae5e57a1b1317c97bbcfbaa5591bf6b42a7eb04d2b60c1c2021d60d6b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Army","64","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","79b2a1996081d93febdd2f0e236038fdc0146d84c123fa55b204b07add719615","0-006fea790a23f83ca03ca106c27d3860d21e10ec70d52df19fed88fa11cd4257","Army National Guard","0-f2a8df8a4d2033466e1a9b59a302d3f109bb4ae60238dc03fe5069af5a5a12ca","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Army","64","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","79b2a1996081d93febdd2f0e236038fdc0146d84c123fa55b204b07add719615","0-360631f252356ef5ade8e70650e851c902bb5af7e15a938283e3cc14793c8001","Army National Guard","0-94a0ac9cc460a39e7ada5cf83f350affc91ec98811fc998f0a5c122bd14df663","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Army","64","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","79b2a1996081d93febdd2f0e236038fdc0146d84c123fa55b204b07add719615","0-db584ff22e09934d1e61381609527a7b8fd25426fac1feed03f75ddfce10c3ca","Army National Guard","0-1d78d6f60e3e1dd5ea31dcdef15b118be0f3032d5ec29812f85953557619e150","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Army","64","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","79b2a1996081d93febdd2f0e236038fdc0146d84c123fa55b204b07add719615","0-9b3759ad4cd226a2abaa2f3e56c18b8a70aa53d537e509e4651acf97fae82daf","Army National Guard","0-5465b1a35df7ff0db86f87681495cbda4c63234bb691b0f704e2a369b3d9d337","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Army","26","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","79b2a1996081d93febdd2f0e236038fdc0146d84c123fa55b204b07add719615","0-2d81f1cf7eb0b8a39bb8f7d10690f020434b646c19c7db2ffbf73b7f3abc1a03","","0-dba3b7a4a3a7b07f9484956e50ac9eb66ff3e2c51b2f069aeb534e498cf6e24a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Army","26","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","79b2a1996081d93febdd2f0e236038fdc0146d84c123fa55b204b07add719615","0-2d266d67443ead6e5d083c97253008c3d3d5e0ed1d7df6c3c844c6059012b994","","0-9a28a3f147b68c6c47614d807b449f18120e7df7a50d40bb77bc7c970cd858dc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Army","11000","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","79b2a1996081d93febdd2f0e236038fdc0146d84c123fa55b204b07add719615","0-d831b9029030264972195b42df067a157b469c8ae80744118a2119bb0eff9e52","","0-86c0fea85f30107a9ae489086b92b0d99372ffca63a12503d6314b3021eabae4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Army","11000","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","79b2a1996081d93febdd2f0e236038fdc0146d84c123fa55b204b07add719615","0-8e9e17d418073753aa5c9cf8b3f0635ec06159fad44b2e3ad0b1837653f5e1a6","","0-d554ef8a0696d425277e27d5b525b9207de30121a681adb3d6815ef358d4d4b5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Army","11000","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","79b2a1996081d93febdd2f0e236038fdc0146d84c123fa55b204b07add719615","0-67c4af48b4d4915d834307f8a0ea0aa0761e1db10686b9c5b6030f0a41731e59","","0-4e8a058d6b158c408296c96951d4ea532c1678f526b82ed9e664a4e3d9eb7bcd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Marine Corps","273","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","79b2a1996081d93febdd2f0e236038fdc0146d84c123fa55b204b07add719615","0-97c6116605a935c87df64026fc9ef129aedba275a6c71cfdbd6731df5bfaebb9","","0-32a1ffdcd73004ea4e238ed4bc228fcb9efe6a04ec3541fb8f946ee337a86358","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Army","113","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","79b2a1996081d93febdd2f0e236038fdc0146d84c123fa55b204b07add719615","0-372f78cd8ab9d8be84f639f86488f709026b02dd40cc0d959d19d66f53fae82c","Army National Guard","0-54fa8cc7aa81d0619a32613b8cbec0d8d647248a89a0c1844716472b24bb6f25","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Army","134","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","79b2a1996081d93febdd2f0e236038fdc0146d84c123fa55b204b07add719615","0-6e56f82c7e06b526b5a15443eeb2c5467b2f18b4764f68ffe8fd1c8c1a4aa86c","Army National Guard","0-bb3a59be1fb4c83fa4cacd89394bdf7d85145ccee1fa3452bdaadf90bda6c3b3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Army","49","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","79b2a1996081d93febdd2f0e236038fdc0146d84c123fa55b204b07add719615","0-d13227438bb6b4745a52e4ff9b3b02ea7e55d55a7dbb3dac51ead1750d11ba75","Army National Guard","0-97ecf1c27ea4d669e9b031b1d46cf43d24f8a32dbc70cbed83b442e9171d3984","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Army","64","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","79b2a1996081d93febdd2f0e236038fdc0146d84c123fa55b204b07add719615","0-4ce9a376f69ecb71cec7a87cbfc13c4695d4d7ba7ad8ea0d1baadc4183ec3188","","0-58e8f3c49eefb542adfbb0ed8cd323cf295edfd5039ef86175ec8d4d2ddb203c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Army","560","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","43fc7bb933e2b2c6cc2df7ac3453e3a5b4c13a29568a6866d825c80ff418c9ee","0-3ecb385ed294aa8a6b6b04090f071d975e10bbaa9f41bb54c8b95944fd902267","","0-bd2f4d1a76cbc6af1b3ed8026b6238a62c68030a899d60ce79733e1bfe68aa97","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Air Force","80","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","43fc7bb933e2b2c6cc2df7ac3453e3a5b4c13a29568a6866d825c80ff418c9ee","1-fe8ee54036314e17a9353b1c12ce3b6eab55f85ec4e03ed4c739ae6beeb20ebc","","0-bd2f4d1a76cbc6af1b3ed8026b6238a62c68030a899d60ce79733e1bfe68aa97","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Marine Corps","110","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","43fc7bb933e2b2c6cc2df7ac3453e3a5b4c13a29568a6866d825c80ff418c9ee","2-0aa561c8fb442d544870f3dcdc7c64877ee45fe061c9219a1c25463d05cc24e9","","0-bd2f4d1a76cbc6af1b3ed8026b6238a62c68030a899d60ce79733e1bfe68aa97","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Army","456","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","43fc7bb933e2b2c6cc2df7ac3453e3a5b4c13a29568a6866d825c80ff418c9ee","0-5232cf4505d496d3dfe05deece820f0ad40218389fafdf377f60cc31d7d6f7c3","","0-7ef849c87284847d1dffa69b95554a7cc038bc43e646f8923471b4a0c99cb3c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Air Force","55","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","43fc7bb933e2b2c6cc2df7ac3453e3a5b4c13a29568a6866d825c80ff418c9ee","1-22aa96329929dbd3dc60e12c17aa022ab56694623d385f4899407f9ce0f81965","","0-7ef849c87284847d1dffa69b95554a7cc038bc43e646f8923471b4a0c99cb3c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Marine Corps","189","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","43fc7bb933e2b2c6cc2df7ac3453e3a5b4c13a29568a6866d825c80ff418c9ee","2-49b7335c58147fde027aaa1ef92ec869e403b199009036ec1f87115d82b2bd69","","0-7ef849c87284847d1dffa69b95554a7cc038bc43e646f8923471b4a0c99cb3c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Navy","264","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","43fc7bb933e2b2c6cc2df7ac3453e3a5b4c13a29568a6866d825c80ff418c9ee","3-d5da51a2b1bf1b73199c737c97a604fdc2999dfc51cb73768932744134145e63","","0-7ef849c87284847d1dffa69b95554a7cc038bc43e646f8923471b4a0c99cb3c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Air Force","49575","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","43fc7bb933e2b2c6cc2df7ac3453e3a5b4c13a29568a6866d825c80ff418c9ee","0-edf84eede0bb9d8638fab82a4b2069a4b53c0a653ce85a3cea0ee6203632eb31","","0-4cf2d3411dcd7b2b50d918f976edc2cd3a422e2f82e1f28439077a1f8671fa9b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Marine Corps","43619","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","43fc7bb933e2b2c6cc2df7ac3453e3a5b4c13a29568a6866d825c80ff418c9ee","1-41a580de6eefbcc52dadc4a9e629641e9aa61e44394cea605eae0fea4518f79b","","0-4cf2d3411dcd7b2b50d918f976edc2cd3a422e2f82e1f28439077a1f8671fa9b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Navy","42765","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","43fc7bb933e2b2c6cc2df7ac3453e3a5b4c13a29568a6866d825c80ff418c9ee","2-0523d6fd688fd008c65c8c959b6cce0089910e454ea4e3d3ea4fe501b92e2101","","0-4cf2d3411dcd7b2b50d918f976edc2cd3a422e2f82e1f28439077a1f8671fa9b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Army","71633","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","43fc7bb933e2b2c6cc2df7ac3453e3a5b4c13a29568a6866d825c80ff418c9ee","0-f660d2c6ef20fda9aa4811566164f7497829db7be2df157e49eba28457e58d47","","0-27f87b9951a79a45e13fa42b35a1acf0120a0e52f8e5af8b259a446ac3d18eab","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
