Name_val,Location_val,MinimumSustainingRate_val,MaximumProductionRate_val,Rate185_val,InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val,InitialQuantity_AdminLeadTimeAfterOct1InMonths_val,InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val,InitialQuantity_TotalLeadTimeAfterOct1InMonths_val,ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val,ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val,ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val,ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"BAE Systems","Nashua, NH","24","1000","600","6","6","6","12","6","6","6","12","2014-BASE_PROCUREMENT-2014-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","7424cd444ec3bd9cc778e3e016fb369e95039e3b37d88e0c13f5bf04624acc83","0-823d9ec82ca1aba6001f0acdcf4cd3623737dadb4546b35c532df49663e2304a","4-17320cacf3039a46092a0dea25c5f5845f13beeb8ef12e24f813332eb0c860e9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement"
"Raytheon","FL","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2014.xml","cba25fef3ae29418ab6486735f2bf577629f2dd2828004af6fbf0effbb20815b","0-51cc815d427065a99520e474785a1d97557e7b9aa10b8041c8c1bbb2a559dab1","0-b27cd99179cbd76dfc1b2205a4094d785fedc435a7335485186404d3d17536d2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement"
"Raytheon","FL","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2014.xml","cba25fef3ae29418ab6486735f2bf577629f2dd2828004af6fbf0effbb20815b","0-12a613962cd1a19e9fd2ca3aa1e4d49b837ed53212f46a0305c3d8b9ac243aac","0-20125915692cd026fedf0d796e868e61c2133e08a38b1e8358dd5ddfe6e1773a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement"
"Raytheon","FL","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2014.xml","cba25fef3ae29418ab6486735f2bf577629f2dd2828004af6fbf0effbb20815b","0-5794a780becbe17a4a8a1a28ef2ac0da52a8a41003234ea438ad3d1a5dd381aa","1-ba0af466346e6c04dc611f8cfbc513d1d08f1cbdcd20efe08f9987e07b2aa007","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement"
"Raytheon","FL","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2014.xml","cba25fef3ae29418ab6486735f2bf577629f2dd2828004af6fbf0effbb20815b","0-ad8046bd2a7909001ba9472e83f06a295efd8d9e66426b4aa69d860bc47613df","2-4e745918a21c0ee0ac20829325077503f0bd6e044c4314203fa49e20b7f9c158","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement"
"Raytheon","FL","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","4d360eed146407a9526a8af340d12602d3d56cadb0857bd27ef69ddd7bbcec85","0-44780e54f6e2c61535dbd37e06878418479129a723181d842847711cf14c1ac5","0-c8a3a6e6a625300a0b6033a2882d333a80908af4ee32a6eec49699416b3d5245","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement"
"Raytheon","FL","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","4d360eed146407a9526a8af340d12602d3d56cadb0857bd27ef69ddd7bbcec85","0-dc696bb0afc4e059d4b9e80066dda24861ab2b601b6d46f0f7b22eb986dd7db3","0-58fb525f439afaa583dd960ef5a19f94531184bb1e8f3e80c8b7624f201ec3c8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement"
"Raytheon","FL","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","4d360eed146407a9526a8af340d12602d3d56cadb0857bd27ef69ddd7bbcec85","0-225a1f914f06ab7ca6e5f22e5488d7ab3ba4279908c4da3ec1da89845201a98e","1-12635da2b8d9acdd572da00a515378b6b68d73b4632c9ea9079f7e0a9f58a476","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement"
"Raytheon","FL","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","4d360eed146407a9526a8af340d12602d3d56cadb0857bd27ef69ddd7bbcec85","0-3f2b2baed2b1bd37b732f4a587ace8e13ab95f314f25cb549fa797104e4293ef","2-13790cd989d0bf07230b88181c583b3253dd80c67f2452611ec65c5f2289f14c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement"
"BAE Systems","Nashua, NH","24","1000","600","0","3","9","12","0","3","9","12","2015-BASE_PROCUREMENT-2015-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","9a1873cad4521949934e526dc24cae6111fdb0711ce69b1e93bdfd0bf8223cb3","0-7ed5a8ffee0a9fda96620a2cb2e61743981e4d82debf3df2ea77e51fbe303e94","3-cf56d99685d820e42bec05e3c1cce04b2d6dd18e4d41b1e2c9ee71270d973504","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement"
