Month_val,Amount_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"2011-11","19","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","2cd614d1418489ab3d0814dc0a2501ca519ce6c4a6258e09a315c10505d57b13","0-4e1a633641627217014647e2f826c9902975ff0daea3a145c448f153dcf20b4b","0-f685521fd4cbb2f0bd14191ef4c28621b04e54c8030f49dc56532d08526ddb3b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"2013-04","2","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","2cd614d1418489ab3d0814dc0a2501ca519ce6c4a6258e09a315c10505d57b13","1-69ce89e013ebd61fe4f9396b433390181e684f58ac9b880c84454e69a61a1cf5","0-f685521fd4cbb2f0bd14191ef4c28621b04e54c8030f49dc56532d08526ddb3b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"2013-05","3","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","2cd614d1418489ab3d0814dc0a2501ca519ce6c4a6258e09a315c10505d57b13","2-782024bd2bb21bf1393c2730c34f270f507a0fc974cc96118432f7621e9ab678","0-f685521fd4cbb2f0bd14191ef4c28621b04e54c8030f49dc56532d08526ddb3b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"2013-03","1","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","2cd614d1418489ab3d0814dc0a2501ca519ce6c4a6258e09a315c10505d57b13","0-d92e9ba425b06af6d6c75e8e55fadc17e18077c3cfead99192c2eadc5cdb8a96","1-a6053b5ae9b5ba2942248af9c28783ef897fa40ae3a82f200b6eef45ed2e47b0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"2013-04","2","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","2cd614d1418489ab3d0814dc0a2501ca519ce6c4a6258e09a315c10505d57b13","1-d6a530d67ebc417410cd78efc7e5dab7478a5b9293df582392ea092683dbb62c","1-a6053b5ae9b5ba2942248af9c28783ef897fa40ae3a82f200b6eef45ed2e47b0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"2013-05","3","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","2cd614d1418489ab3d0814dc0a2501ca519ce6c4a6258e09a315c10505d57b13","2-01ca959198c1d0a9998267a20a14215f2f5e5fdeb9b8db4de7b54e1553e45d61","1-a6053b5ae9b5ba2942248af9c28783ef897fa40ae3a82f200b6eef45ed2e47b0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"2013-06","1","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","2cd614d1418489ab3d0814dc0a2501ca519ce6c4a6258e09a315c10505d57b13","3-77a5700059b0482800c5d4f78c92eb440ba8f29c91c6f823b4c1248f912909ba","1-a6053b5ae9b5ba2942248af9c28783ef897fa40ae3a82f200b6eef45ed2e47b0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"2013-07","1","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","2cd614d1418489ab3d0814dc0a2501ca519ce6c4a6258e09a315c10505d57b13","4-3ddd85c9177445bb684c8b19f98b489a395a3596269748f0e82acf3f51c7b1d7","1-a6053b5ae9b5ba2942248af9c28783ef897fa40ae3a82f200b6eef45ed2e47b0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"2013-08","2","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","2cd614d1418489ab3d0814dc0a2501ca519ce6c4a6258e09a315c10505d57b13","5-674129e233d89e8056f001bac424510744c983021382c31fd139964f8e768791","1-a6053b5ae9b5ba2942248af9c28783ef897fa40ae3a82f200b6eef45ed2e47b0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"2013-09","2","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","2cd614d1418489ab3d0814dc0a2501ca519ce6c4a6258e09a315c10505d57b13","6-0f8c5f4e8353cf208b73a31f302a982c383656fe308a55209ec08b8a8e08228f","1-a6053b5ae9b5ba2942248af9c28783ef897fa40ae3a82f200b6eef45ed2e47b0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
